asin,rating,title,text,verified_purchase
B005EWB3XW,2.0,,when i saw this rca charging dock i jumped to get it normally i work from home and use one or two plugs to keep all of my apple items charged throughout the day rotating them betwen plugs when i saw this charging dock i thought it would be a great way to connect my iphone keep it upright for viewing ease and keep the phone charged all day long first although the picture looks good the item is cheaply made plastic which i guess would normally be ok for something like this although to me in the picture it looked a little sturdier the 30 point connection does not work well i had to rock my phone several times to get it start charging it wasnt easy to see if it is connected properly having a charging light on the base would have been a nicehave but of course there isnt one i then tried my ipod in there i found that a little easier to connect but still takes several attempts of getting it to the right angle to make it work right to be honest i think it is just a matter of time before this breaks given the difficulty i have in connecting i would honestly say to spend your money elsewhere this item is not worth the investment,False
B008DF53W4,5.0,,powerful and attractive the scakx73 is an amazing table top stereo system as other reviewers have stated this is a 900 watt system according to the specs and it is every bit as powerful as that as an fyi i have a living room in my home which actually has a two story ceiling in it so lots of open space i only had this unit cranked about a third of the way and i can say the entire room was throbbing very very nice and very impressed bass tones are amazing and highs can rival the more costly bose systems all in all i highly recommend this system to anyone for the price you honestly cannot go wrong for the features and quality that the panasonic brand brings,False
B006TR0FCQ,4.0,,i want to begin by saying i own a canon rebel which i love and use all the time i wanted to get a second camera which also took great pictures but that was lower priced and better for me to take on extended travel without all my lenses the fujifilm finepix is a good camera for around the 200 price range you get a high quality camera with good picture taking quality 14 mp evf 30 times zoom capability it is easy to learn and use and makes an excellent entry level camera with high quality features would make a great graduation gift for a high schooler to introduce them to a higher level of picture taking than a simple point and shoot it is a little large and plasticy but overall i do recommend it for a good second camera or as i mentioned to someone looking to enter the slr market but not ready to spend 600,False
B007GFX798,5.0,,great for school dorms or apartments this panasonic scakx14 stereo delivers great bass and sound quality its attractive and sizable not compact and would impress most of the younger set i think this would make a great present this christmas to students in college as it would truly rock especially given its strong wattage the dorm house i called this old school because it reminds me a bit of the old boom boxes they used to have around of course with todays mp3 players with their compact sizes and use of wireless speakers the need for a cd player of this size might be slight outdated however its sound is impressive and reasonably priced for the quality,False
B003VAGXZC,5.0,,i love this logitech set not sure why some people have less than stellar reviews on this as i have had nothing but positive things to say since i started using it several months back i love the fact that the additional wires that used to support my keyboard and mouse are now gone leaving my desktop far cleaner and organized i tend to leave the mouse and keyboard on 24x7 most of the time i forget to shut them off and i have yet to have to change batteries since first setting it up if there were any downside at all it would be that i honestly wish more vendors would make these keyboards with lit backgrounds so it is easier to see the keys in poorly litmorning hours,False
B005OB1TU0,4.0,,first for the pros beautiful looking sleek shiny and artfully designed to fit any style room relatively easy to install being a nontechy person i actually followed the verbal audio instructions easily and flawlessly the wireless woofer is an asset with no ugly wires as my previous panasonic system hadand amazing loud bass tones the sound is amazing which i expected from bose the cons i am having a difficult time using the remote control which is supposed to act as an allinone device supposedly so i can get rid of all these little dedicated remotes i have for the dvd television cable etc for whatever reason the device sticks frequently or doesnt respond to commands and i end up reverting back to the old standby remotes i am disappointed that a company like bose couldnt have perfected something like this better but then i keep thinking maybe i did something wrong not sure the only other con is the price if this was in a 7001000 range i would tell you to snatch it up in a heartbeat but for 1500 you are honestly paying for the name and the status symbol bragging rights to say you own a bose system wait for the price to come down and grab it you honestly wont be disappointed with the sound quality nor the set up and who knows maybe its me in not being able to get the remote to work properly with all my other devices,False
B005K69PLE,4.0,,the panasonic schtb15 is a great home theater system it was unfortunate that i was not able to install this myself due to the way my current panasonic viera television is set up it was wall mounted by a professional so i needed to call in someone to do this for me i watched the tech set it up and seemed to be relatively easy to do once he was able to get to the wall mounted television if i had the television on a standard table mount i am sure i coud have easily set this up myself once installed all i can say is wow to the quality of the sound the technician set up the speakers similar to the way it is displayed on the amazon page one on each side of the television wall mounted to me the sound rivaled any 4 speaker system out there and fro the second it was turned on filled my entire room with beautiful crystal clear sound if there were any drawbacks at all it would be that i wish the system was wireless so i didnt have to go through the expense of the installation but as i mentioned i do have a wall mount which is my own drawback i guess i would recommend this system to anyone to use in a family room or living room with a large screen tv i love the viera model so i am slightly prejudiced when it comes to the panasonic name,False
B005NHR6MU,4.0,,got this in the vine program to compliment the ipad2 i had bought a few months back it is adhesive backed which in my opinion does not make it the easiest to use device i had thought we could use it for my kindle cookbook collection which i have however once it was set into place it was not adjustable so my husband and kids couldnt easily view it at their heights for other purposes this would have been far better designed to have strong magnets so you could adjust it for everyones needs outside of this the fridge mount worked as designed and is easily set up just think they should have thought the design of this through better,False
B0035JJJR8,2.0,,let me start by saying i got the philips gogear as part of the vine program i have always used an ipod so this was new for me i really had serious issues with using this device first for the positives its an attractive size and the display is clear on the downside i found it difficult to navigate i also experience while running the jostling of the settings meaning that all of a sudden it skipped to the next song i had a real problem with that so i stopped using it figure i can give the device to a kid or someone who doesnt jog or require any kind of nonstatic device so i rated this two stars thinking that maybe someone who doesnt exercise and is simply listening to music might have a use for this but i am returning to my apple,False
B0051GN9NS,5.0,,to be honest i got my ipad about 2 months ago and purchased a bluetooth keyboard case from amazon of course i was finding it to be a bit cumbersome to travel locally with like going to the stores although i admit it is nice to be able to type on a keyboard anyway i was looking for an alternative case to be able to use as just a case nothing to do with a keyboard i saw this offered to me in vine and figure i could give it an honest review to start with i didnt know if i would like the red plaid design of the cover it is just gorgeous and i am so happy i got this it looks smart for either a man or a woman the cover in general is padded and my ipad2 is well protected inside there is a secure holders which snuggly fits my ipad and on the alternate side on the cover is a side pocket for document storage and an elastic band which will keep any other items in place ie a small calculator etc i would see this as a great accessory for a business person who would like a little bit of storage with their case and it behaves almost like a small portfolio case the back corner of the cover has a perfectly fit hole which allows you to continue to use the camera feature while the ipad 2 stays snug in the case i honestly have nothing but good things to say about the marco cover it looks smart and protects my ipad2 all while giving me some handy side features to top it all off it has the smart magnetic feature which puts the ipad to sleep when closed and wakes it up when opened saves battery life i highly recommend this is a great cover for all,False
B001XURPQS,5.0,,ok so let me preface this by saying that when i was in my 20s i owned a great slr camera and dragged it around with me everywhere i even used to take a load of pictures at rock concerts had interchangeable lenses a variety of lenses well you get the picture i was a professional amateur flash ahead to the 1990s and on i have a family and start to look for new gadgets i owned several point and click cameras over the past 20 years concentrating mainly on small sizes and portability i loved the fact that i could slip these cameras into my pockebook and pack up the kids to the park without a huge camera bag unfortunately the pictures were ok but nothing like the quality i had when i owned the old fashioned slr well now that i am 50ish and my kids are grown and gone i figured i would treat myself to a new camera in particular this canon rebel all i can say is wow i love it love it love it having owned it for over a year now bought it on amazon but just never got around to writing a review i have purchased several interchangeable lenses and even a separate flash although it comes with its own built in one i prefer to control the flash myself the canon rebel gives me the quality of the pictures i was used to and with the stabilization my pictures come out clear and focused every time i have even started going back to concerts ok so they are the same artists i was following when i was much younger and i am feeling like a pro again i have also gotten into wildlife and nature pictures and some of the pictures i have taken of flowers could match up with any professional photographer if you are in the market for a compact slr this is the camera to buy,True
B000P9ZBFA,5.0,,i love the transcend cards have always bought them for my cameras i find that dollar for dollar they are the best value and quality than any other card on the market i own a canon rebel and take a lot of pictures to me the optimum size is this 8gb for storage i usually take two of these cards with me when i go on vacation and although i take a ton of pictures usually still come back with some room on the cards i highly recommend this brand and size of memory card for any amateur photographer out there you wont find a card like this at this quality and reliability for under 13 anywhere else,True
B003XU78OU,5.0,,i hike at least once or twice a year and usually into areas which are not clearly marked or travelled by many people i am thrilled to have gotten this magellan as a member of the vine program i used it this past weekend just walking in my neighborhood park let me start by saying it is super easy to set up batteries and programming the destinations although maybe its simply because i have been using a variety of gps systems over the past 5 years or so in cars and handheld this item is perfect for carrying in a pocket is very lightweight and is extremely user friendly i used it locally here all last weekend various places in nj and pennsylvania and it functioned beautifully of course the true test will be when i travel to montana in may and use it in the wilderness but i am excited with its potential,False
B0035JJJPK,4.0,,got this mp3 player as part of the amazon vine program my older ipod was just about ready to be replaced so i thought that this would be a good alternative well sound quality is really good which i liked earbuds as has been mentioned in other reviews are far superior to the ones that come standard from the ipod i didnt like the screen display too small for these 50 year old eyes all in all its ok which is why i gave it 4 stars it does what it needs to do but to be honest if i was going to spend 140 on an mp3 player i would much rather go with the apple seems that although their store is a monopoly its much easier to get music using the apple and the screen size and now camera capabilities are far superior on the ipod i am still using the phillips and will until it needs to be replaced again and then i will opt back to apple,False
B0036AWR8E,4.0,,i was in the market for a new camera and when i saw this bag in the vine program i thought i would snap it up i did get my canon rebel thanks amazon and several lenses to boot in preparation for my trip this month to israel although the quality of the bag is good the size to me is really inconvenient first it is shaped like a back pack which makes it kind of big i am not sure if i am going to be able to bring this on the plane with me as the boarding guidelines state 1 carryon and i have a purse and laptop i am bringing in addition there are straps and zippered compartments which are not really conveniently placed its not an easy bag to get your gear in and out of i see this bag as a great tool to have if you are backpacking as you have a place to hang a tripod and there is a small storage area if you wanted to bring a snack with you but for someone like me who wants it for sightseeingtraveling i think a more conventional camera bag would have done the trick better,False
B0032AN4N0,4.0,,rating this printer as a 4 star for the following reason first print quality and speed are terrific scanning is done with ease and perfectly passes the data to my computer where i emailed the scan to a friend for the money this printer is a great deal its not just a printer but so much more and for less than 100 it couldnt be much better of a deal now the bad part i am not technically computer inclined i spent over an hour trying to get this to work wirelessly my goal was to take the printer and stick it in a closet and out of view so it wouldnt be cluttering up my office space and would be functional without being in sight i used the cd rom which came with the printer and read the directions from start to finish several times still couldnt get it to work anyway my son will be home at the end of july for two weeks and i am going to see if he is able to get this to print wirelessly for me i will update the rating on this and add additional comments if i can get it to work the way it was intended like i said in my title it may be just me,False
B001Q3M8IM,5.0,,i received this camera as part of the vine program months ago couldnt review it until i actually took it on my vacation to california and cruise to mexico being that i was going to be doing part of my vacation on land and the other on sea i was ecstatic to know that i could use this camera all around for the whole trip and to top it all off i didnt have to lug around my regular digital camera i had been addicted to my little flip camcorder previously but now i am taking the sanyo everywhere not only was the picture quality fantastic the audiostereo sound was almost as good as being there i love how versatile this camera is and how easily it is to hold and operate especially considering how technically challenged i am within a few minutes of opening the box i was operating it and taking pictures underwater although a little trickier was just as easy snorkeling in cabo san lucas was incredible and i have the most beautiful pictures of underwater sea life that i will be able to appreciate forever i didnt think i was going to like the color of this camera think school bus but actually i found it to be hip looking and i got a lot of compliments from people asking what kind of camera it was i even took pictures of everyone at the captains dinner and have shared them on a website for all the new friends i madei would definitely recommend the sanyo vpcwh1 hd waterproof camcorder for any one who is looking for an easy to use versatile camera that you can take and use every where kudos sanyo for making another quality product which will be used frequently in the future in my household,False
B002GP7ZT6,5.0,,i also received the logitech webcam through the vine program i wasnt quite sure what i was going to be using it for at the time as i never used a webcam when it came in the mail my son who lives at home was ecstatic you see i have a son in the military and over in japan my son who lives at home said now you can see him instead of just chatting with him when you talk over the internet ok i admit being in my 50s that i am computer illiterate but my son in a matter of minutes had loaded the cd rom and everything set up to go the first time we used it i was amazed with the quality of the sound and the video i felt as if the two of us were in the same room never mind half way around the world from each other i also found it very easy to use and was surprised to learn that i didnt have to sit immediately in front of the camera to make it work i actually walked around the room while chatting with him i also liked the way the logitech folds up when i am done so it is out of the way until needed i would highly recommend the logitech c600 for newbies to this type of technology and realize the valuable uses you can put this camera to i am thrilled that i am able now to have weekly calls over seas and chat with my son and his wife and see them at the same time for the money you cant go wrong with the logitech webcam c600,False
B002CWZ29S,5.0,,as mentioned in another review i purchased my son a netbook to replace his broken mac anyway i was concerned with the size of his netbook to properly do school work so i bought a mouse and also got this logitech compact keyboard it is absolutely perfect for this use a great compact size to work on his desktop i use the netbook with a monitor mouse docking station and this keyboard and you would never know he wasnt working from a full size set up he loves the number pad on the keyboard something he missed on the netbook i would definitely recommend this keyboard for anyone in the market for a new one its compact but has everything you need the action is great its lightweight i cant say enough good things about it,False
B001VFUN82,5.0,,my son had a mac which fell and ended up destroying the screen so without a computer to bring back to college we started looking at a replacement long story short with macs being way to expensive at this economic time i got him a netbook of course it took some getting used to one of his his principal complaints was trying to navigate the smaller 10 netbook when i saw this verbatim 96781 nano wireless notebook optical mouse i jumped at it it was small enough that he could leave it plugged into his port without having to disconnect it when he was packing it up to take with him given his track record of losing stuff to me that was a great feature the ergonomic design of the mouse is not too big or small and fits perfectly for him to use i know i never see him using the netbook anymore without the wireless mouse so i know its a tremendous asset for him i am in the market now for monitor and maybe even a docking station now so he will be able to actually set up a desk in his dorm with the netbook the mouse is perfect for his use it is economically priced and i think you will be hard pressed to find something better i rarely rate items here as a 4 star but i feel i must with the verbatim we are very pleased,False
B0023B14TK,5.0,,i purchased my first flip camcorder about a year and a half ago when i was planning my trip to ireland i bought a 60 minute basic flip and was pleasantly surprised how easy it was to use and the great quality of the video the only downside i saw with the original was the fact that it was only 60 minutes enter the new flip ultrahd camcorder which has a 120 minute capability when i first received it i couldnt wait to try it out the quality of the video is beautiful and the hd capability really makes a huge difference in my pictures i love the fact that the camera is smaller than my original camera and that i know can film up to 120 minutes when i took the camera to ireland i found that a 60 minute recording just couldnt be used for a days worth of sightseeing i found myself taking short snippets afraid that i would use up the entire capability until i was able to get back to the hotel and offload the recording the short vignettes really came across choppy and i was yearning for a larger capacity this 120 minute model besides having better resolution allows me the ability to take the camera with me full day to record i havent seen the problem with battery life yet as i have seen others comment on so i cant say anything negative i just love my new flip and i highly recommend it for any one planning to take a vacation this year it fits neatly into my pocket and has the capacity and quality that i am looking for,False
B001DQRBSY,4.0,,i got the sanyo xacti with my only recent experiences of shooting movies with a flip camcorder at first i thought the weight might be an issue because it was so much bigger and heavier than the flip but now that i have it and have used it several times in the last month this sanyo will now become my only camera i love the pictures it takes and the stabilization features helps me take pictures without the shaking and movement that i get with my other camera i havent used it for underwater use yet but plan to when i make a trip to the carribean in the spring according the other reviews the xacti takes great pictures under water as well i love the color of the camcorder too i know thats such a girly thing to say anyway great camera for the price dont hesitate to buy it,False
B000V2MK00,5.0,,i wanted a new printer to use for a multitude of tasks the primary of which was to go with the new camera i purchased to print pictures i found it easy to use and the quality of prints is wonderful only thing i can complain about is the ink cartridges seems expensive to replace and not the easiest ones to find i cant find the info on the box or in the instructions i am going to have to open the printer and look at the ink cartridges to know which ones i need when they get low other than that i highly recommend,True
B000WOGA6C,4.0,,i agree with most of the other reviews on here the case is really quite nice well made quality leather and fits the ipod snugly makes a beautiful classy appearance to the eye only complaint is the fact that you have to remove the ipod from the case which is not an easy task every time you want to connect it to your computer i havent been as daring as everyone else in trying to doctor up the case by slicing through the leather and dont think i will try it i will use it as is,True
B00KSBB7EY,5.0,in my sewing room and this one is just great it is nice to be able to work,needed a tv in my sewing room and this one is just great it is nice to be able to work and watch at the same time wonderful picture,True
B00INZSFUG,5.0,,had one of these before got one for another member of my family,True
B071RWJ39R,5.0,,this is a nice speaker i am bummed because i ordered the red and i received the blue i didnt want to deal with returning it because i wanted it right away for an outing it is bigger than i thought but i can clip it to my belt and walk or hike and it is nice and loud no instructions came with it but you can figure it out and it synced right up,True
B01M2BIW94,5.0,,this is a great backpack the chocolate brown color is beautiful for men or women its the perfect size i carry my ipad my reader and an extra hoodie all sorts of things and there is still room ive had several people ask me where i got it and i love it i could easily put my small laptop in there too,True
B00I54FGXY,5.0,,es grande caben muchas cosas y tiene compartimientos es seguro,True
B0194X71JQ,5.0,,es muy linda da un poco de desconfianza los seguros pero esta muy bien,True
B08CVP2HXP,5.0,,this sounds great and does a great job of filtering out backgroound noises my coworkers say i sound much better and clearer so happy with this purchase,True
B078PFDHN4,4.0,,replacement battery works it is not a perfect fit there is a small gap but it works,True
B07MKN9Q5B,1.0,,this is the worst product i have ever purchased on amazon it hasnt worked for months now i am so frustrated with this tablet will not pair with the docking station and needless to say alexa does not work im 70 and dont know much about technology but this is ridiculous and i keep getting a message that alexa wants to take over other apps finally broke down and gave permission just to get it off the screen still will not pair with docking station and is useless lenovo should be ashamed of their customer service i called for help and they said they could help but i had to pay them purchased tablet on january 2020 this does not work do not buy it,True
B01DM6BDA4,1.0,,please please do not buy these cameras and the doorbell i did not listen now i am not going to use a lot of big words to describe the problem i am just going to tell you the truth i am 70 years old and i purchased these cameras because i live alone and i wanted security i am not secure and i do not feel secure i purchased due to all the advertisements and because shaq endorsed them they do not work and the customer service really sucks one day i was put on hold for 45 minutes then hung up on the supervisors are no help at all i purchased 3 floodlight cameras and 1 doorbell camera they all are malfunctioning the doorbell does not alert until the person is long gone what is the purpose if the incident is over before you can even see it then you cannot even pull the incident up for about 45 minutes you have to wait to see who was at your door and thats not safe in 45 minutes someone could already be in your house i have horrible neighbors who are interfering with one of the floodlight cameras and literally making it go off every 13 minutes ive called ring over 52 times since october of 2019 they cannot or will not resolve the issue other than tell me the camera cannot be tampered with i know that is not correct if you buy these cameras buy at your own risk i am here to tell you that they do not work and customer service will not help you when they fail and they will fail shame on you shaq o neal shame on you amazon for buying and selling this mess on my last recent call to ring i was told that the cameras do not work in real time the representatives say whatever they want to try and get you to hang up im 70 not senile someone named richmond told me that the commercials show the people walking up you activating the sound and talking to the person one of my problems is the people are already gone before the camera actually activates i would look into buying something else if i could afford it you have a choice do not buy ring do not be tricked like i was,True
B0722R3WV5,1.0,,i am 70 years old and i do not like anything about these cameras i am stuck with them because i already invested way too much money in them already and i cannot afford anything else on a retirement salary amazon and ring are jipping customers they show a commercial where the owners is talking to criminals in real time when in reality the person has come and gone before you even see them even adding the chime did not work the chime does not even notify you until the person has gone so i say what use are they that is false advertising on ring and amazons behalf i would expect it from ring but not amazon they blame it on the internet speed that you have internet speed is not the problem it is the ring cameras fault i have all my cameras set to people only mode the garage camera goes off over 280 times a day did you hear me one day it went off 381 times i had to sit there and delete 381 videos sometimes they record and sometimes they do not yesterday it skipped 4 whole hours of recordings and it was not offline it just stopped recording the lights on one of the cameras keeps flickering off and on and is no longer as bright as it used to be the cameras i am talking about are all less than 2 years old the live view often does not work these cameras just do not work they are a waste of your money buy them at your own risk i purchased them for security i do not feel safe at all i have had numerous packages stolen off my front porch and it does not notify me until the criminals are running down the street it never shows or notifies me when they are walking up on my property on 100820 a man stopped by my front lawnposed and walked up on my property off the sidewalk and actually looked in my window the chime went off when the was halfway back down the sidewalk and crossing the street i am trying to give you as throual a review as i can they do not work as they are advertised to do the criminals will be in and out of your house before you are even notified that they are there so i would not reccomend these cameras to anyone if you can afford to go to another system i would if i could afford it ring shaquille oneal and amazon are fraudently advertising these cameras to do something that they will not i want the system to work the way ring stated that it would plain and simple please do not buy this system,True
B096S2JYGP,2.0,,i bought it because of the convenience of converting it from back pack to satchel the straps are awkward and long for a backpack it doesnt keep its shape well but it does hold stuff and looks professional,True
B0749WVS7J,5.0,,wow we like the gray color the sound has definitely improved and the smaller profile fits my wifes desires for the roomwere still learning how to really use this and also tie it to our dot in the bedroomwe recommended the echo 1 and really recommend the 2d gen version,True
B012BN15LQ,4.0,,bought 2 for traveling one for wife and one for me the ones that came with the iwatches are being used with stand setups where you need to use an apple cord vs a knock off we havent had any issues so far with these chargers,True
B0756T7R5T,4.0,,bought two of these for wife i we needed something in the gym without a dangling wire being in the way only had them one week and work pretty good for the price i paid prechristmas deal they arent met to bang loud bass in your ears not at this price but they do provide a decent sound and are clear enough at louder settings that they fit our need,True
B01M0OZYLE,5.0,really easy to install and works really well as a privacy,screen fits my hp elite x2 perfectly really easy to install and works really well as a privacy screen i would highly recommend this to others concerned with the privacy of their tablet,True
B00KL2TENQ,5.0,so far so good it went on easy and sticks very well,purchased for my wifes computer big disney fall so far so good it went on easy and sticks very well even as she drags her mbp to work and back,True
B008DWJ4KY,4.0,,work great with iphone 5s and audio conferences sound w itunes was pretty good i have a peanut head but these were still a tad tight the big down thing wearing glasses while wearing these not a thing to do you have to cant up the glasses to make it worksound excellent,True
B000092TT0,5.0,,needed a living room sub for our 51 system had to be somewhat small but pack a good punchharman kardon avr1700 receiver axiom audio m2 bookshelf and bic center channel and couple of small polk audio rearsonce i went online read about a good starting point on this sub it made my hk auto setup so much easier 80 is my crossover start and setup using hks lfe sub output good matchwe get good deep sound way better than the cheaper sub we had earlier it is pretty harmonious with our axiom and bic frontsstill need to do a bit more tweaking as we run more blu ray movies time for matrix to be played have only owned this for one week so far cant be happier,True
B00009WBYL,5.0,,needed a smaller center channel for my harman kardon avr 1700 and smaller living room setup this was a bit bigger than i thought it would be so glad i bought it the sound is perfect with our directv hk and lg tv setup full sound matches well w polk audio 505 subwoofer plus you cant beat the price,True
B0009X3JBU,4.0,,originally bought to replace two speakers that failed form the rm 6750 set was able to rma the whole set back kept these and use them as rear l r speakers in my living room 51 setup good sound small size and easily mounted using omnimount bookshelf speaker mountsas rear channels these work very well as front channels the sound was good but not full enough for what we were going for glad to have them for the rear setup now and eventually we move them downstairs for my 72 rear channels,True
B0015YU0FA,4.0,,highly rated purchased to be used w polk audio 6750 home theater speakers worked well but when speakers failed 2 tweeters we went the bookshelf route still using two of them and will hang on to the other 3 anticipate using 2 of those for my downstairs speakers when i replace the 72 channel ceiling mounted oneseasy to install held the small speakers in place and not a bad price 18,True
B004QK7HI8,4.0,,our other indoor antenna worked but man it just sticks out like a sore thumb this one is hidden behind the tv gets all the local channels we want and compliments my directv so if directv fails or rains too hard etc we still have local tv perfect,True
B00752R4PK,5.0,,got this for our living room 3d setup wanted panasonic because of the amazon prime link so happy we didthis was matched into our lg 8600 3d tv harman kardon avr1700 receiver in a small living roomplays the disc well is wireless and hooks up to my network although i prefer the ethernet setup,True
B006ZH0L2E,5.0,,lots of research needed a 47 inch hdtv for living room old style tv shelves built in to include tv position that was toobased on reviews caught a quick sales price opportunity and pulled the trigger so happy with purchase1 had to search online for the best picture calibration out of the box the picture was not good comparing it to our lg 60 plasma2 wanted and ledlcd type tv but a good picture and price our lg plasma has been flawless3 wanted a thin tv with a good picture for 3d and wanted it to be passive this time we have the active 3d downstairsso far the 8600 has meet our expectations and exceeded some once we got the picture calibrated cnet review its all been very goodtv is lightweight were currently using the tv stand but have plans to mount it on an articulating bracket once we can modify the tv cubbyremote is their magic remote our first experience w the magic remote was with our plasma 2010 used it twice and stored itsince this was the only remote had no choice it was easy to use and get the 8600 updated firmware online ethernet and change settings for calibration but since then we only use the remote to turn on the tv since we have directv and use that remote for the channels plus have a harman kardon receiver that we use for volume etc most likely well be setting one or both of those up as universal remotes only make sensewe only used the audio speakers on the 8600 for two weeks decent sounding but not going to fill the room we use our harman kardon as the workhorse now once you go hdmi and the receiver the 8600 speakers become inopthe good news a decently strong person can lift the set by themselves to set it in position or move it to make changes the picture is good 3d is decent not eye popping like active 3d does but good enough for our living room and much cheaper with almost free 3d passive glassescon not much we can say wish i had got the 5534 but the extra few hundred would have put me in the dog house especially when the tv would not have fit inside the tv cubby,True
B009HB2USI,5.0,,needed a receiver that would allow us to have a decent sub not expensive fill the room with sound efficiently and have enough hdmi hookups for directv 3d blu ray gaming when needed that had airplay and was easy to use remoteplus was at a decent pricehk avr1700 met those expectations it was between this yamaha 473 or 573 units or pioneer 1122 i went w harman kardon based on reviews price and expectations of use i have a 72 system that can shake the house in the basement for sports movies etc our lg 47lm8600 would be matched to the system and we realized we didnt need anything more than 51 for the living room based on setup downstairs and with our lr being somewhat small and open to diningkitchen this unit would be a good match1 i missed getting this at the 200 sale price but willingly paid the 270 price to get it via prime and have the living room up and running for wife and family i would expect as the 2013 receivers come out the sales price will return2 first set of speakers was the polk audio rm6750 ht speaker set unfortunately 2 were shot rather quickly rma returned to newegg and got different speakers to match receiver from amazon polk audio psw505 sub which works great with the 1700s lfe sub hookup bic center channel to match my axiom m2 bookshelves i brought down from the loft game system and the two additional polk audio rm6750 satellites for the rears hk auto setup worked like a champ for surround sound but for our setup i tweaked it a bit for the subwoofer easily done in manual mode3 setup the panasonic 3d blu ray via hdmi no issues you can even match names to hdmi inputs on back so they match the buttons on remote4 setup directv inputs satcable no issues worked well and we can get 51 sound on channels that have it encoded5 hdmi out to lg tv didnt realize doing this at first took away the tvs sound which is ok since receiver sounds better than plain tv it just requires another remote to be used for the process later today ill look at making either or both the directv harman kardon remotes universal for the system and thus streamline the 4 remotes we have out6 remote is ok buttons are somewhat readable for an older couple but reading glasses help til i have them memorized switching things around and getting to hks setup required downloading and reading parts of the manual yes it doesnt come with the system i had to download it 8mb fileoverall very good purchase so far 3 weeks good sound probably a bit more tweaking to do yet since it feels like the volume is about half way up for a presentable sound was same w polk audio speakers tooeasy to use remote is decent not great wife said it looks good and there arent a bunch of buttons for the grandson to see and go and try to push it seems streamlined in lookscons manual had to be downloaded to figure out a couple of buttons and 34how tos34 i missed the very low sales price,True
B004GJ0EEI,4.0,,since we only got 2 pair of glasses with our 2010 lg 60 3d tv we quickly learned it was hard to have company over to show off the 3dwith prices ranging then from 100 and up a pair we decided to wait a bitthe glasses work just like the more expensive pair we own and we noticed no difference in how they wear or battery lifehaving 4x pair of 3d is nice if the price falls back into the 30 range well get 2x more paireasy to charge same issues w wear as other glasses each person is uniquetoo bad there arent many great 3d movies out yet,True
B003L1ZYYW,4.0,,price price priceeasy to use works as well as the high priced hdmi cable 13 given to me when i purchased my playstation3knowing when i purchased my lg 3d tv and 3d player i needed a new cable i went w 2 new amazon and one mediabridge for all my toys1 although not the best option when hanging your tv on the wall amazon cables worked much better than the mediabridge getting the tv up closer snug to the wall2 cable is more pliable and easier to work with3 reception thru player worked flawlessly so far for 3d going to test it further today only a better 3d disk4 price was excellent even compared to monoprices cablesafter two years these cables have been excellentordered two more for the additional directv hookups,True
B01MSYQWNY,5.0,,i got this for my soninlaws birthday and he took it to the beach the next weekend he was very pleased with the sound quality and everything about it,True
B00UI0NGXA,5.0,,i got this and immediately took out the directions i cleaned my mini ipads screen with the enclosed things with which to clean it after cleaning the screen i placed the screen protector on the ipad and it was very easy to get it placed on the screen without having to do much adjustment im very pleased with this screen protector,True
B07GZMMYHT,5.0,,i found this screen protector to be quite easy to place on my new 11 ipad pro ive used other screen protectors on my other electronics and they were harder to put on this screen protector is quite easy i recommend it highly,True
B01K1O7UH0,5.0,,i got the echo stand for my daughter soninlaw for christmas they absolutely love both the stand is very stylish they have it right on their breakfast bar so they can access alexa whenever,True
B00OTXNUBU,2.0,,i bought this about a week ago and enjoyed it up until today when i turned it on i couldnt get it to do anything i cant slide from one screen to another like i do on my full size ipad i cant get any of the icons open ive tried plugging it back in even though it was not low on battery but that didnt help it seemed like as i used it this past week it got harder harder to get the icons to open if anyone has any suggestions please help,True
B00L6C4Q1A,5.0,,got this for my 17 year old granddaughter she really likes it,True
B0051VVOB2,5.0,,love it love it love it i got the kindle fire for christmas ive had a kindle for a number of years and loved it but the kindle fire is even better i like the features and i really like the size it fits in all my purses which means i can easily take it anywhere,True
B07FZ8S74R,5.0,,this echo dot was a gift from my son to help me navigate new technology best gift ever how did i ever live without it,True
B06XD94B2F,5.0,,this is a beautiful item i get lots of compliments its functional and everything i wanted,True
B07R199ZC1,1.0,,i have a 156 laptop i assumed i wouldnt have to cut it i was wrong i had to cut it and now if i am using the laptop or go to touch the edge the decal lifts up a bit i can see it would come right off with little effort and ill have to replace it with hopefully another company who uses a better adhesive also it came all wrinkled up it seemed to flatten out easily though once i got it off of the white paper also no keyboard sticker for this one im gonna order something else i really hate the way this one feels around the edging although im again assuming they all will do that we will see i think ill cut the next one so its not close to any edge,True
B01054S5FM,5.0,,ive tried many screen cleaners for years and i found this one and ive stuck with it its def the best,True
B08PNWVR4C,5.0,,fit my samsung galaxy a7 with no issues a few bubbles but they came right out glad i ordered this one,True
B0887P21Z2,5.0,,i purposely bought a samsung card so it would work in my samsung tablet without issues it popped right in recognized no formatting perfect,True
B0148NPH9I,5.0,,entirely toooooooo heavy for my use i have to return it,True
B07DXJWQ7P,1.0,,much smaller than expected and it was shipped in a hugee box crazy waste of a box being returned,True
B07QK824QM,1.0,,update omggg this thing skipssss and crackles its going back i spoke too sooni think i finally found the bluetooth speaker i needed for my google home mini this is the 4th one i got i returned the others if the battery lasts as long as it says it does and it recharges for a while ill be even happier with it amazing sound and its actually bigger than expected but thats ok toowell its going back it just skips and crackles something awful,True
