asin,rating,title,text,verified_purchase,label
B00007JRBM,5,,i did setup this adapter on a windows xp laptop for my daughtershe is using it with piano suite premiere software and a clavinova pianoexcellent compatibility,False,2004-10-14 19:48:45.000,durability
B00015X3J4,4,,pros very good videocons sound quality is not very goodwe are using several of those units for telecommuters it is excellent to have visual conferencing capability however frequently we disable the sound and use polycom phones for voice in the us the sound for some strange reason works fine for intercontinental connections adding external microphone can be helpful in some cases,True,2004-10-14 20:08:57.000,Broken
B0001IXUF8,4,,the one important thing to note when buying electronic equipment is that once you pop you cant stop every time you think that you have the perfect system something else comes along that you absolutely have to have which leads to something else and so on ad infinitumhaving bought new surround sound speakers we needed a new dvd player and then naturally a new receiver the weight of this system is a big plus being less than half the weight of our old one but the new ones not as aesthetically pleasing with those shiny silver buttonsleaning over the shoulder of my resident techie i can now advise as follows1 you cannot connect a turntable to this receiver there are no phono inputs not good for those of us who still have lps2 its dvdaudio ready for the audiophiles among us3 setup is relatively easy controlled by two buttons only a multi control button and the input selector button this can be irritating if you need to adjust the tone after you have finished setting up since there are no separate bass and treble buttons and you have to go through the setup menu again you can however adjust the level of the surround speakers and subwoofer from the remote4 no onscreen display available5 no switched ac outlets to allow you to plug in other components6 in addition to the receiver the universal remote can be used to control a tv tape dvd playerrecorder vcr cd player and the radio this reduces the number of remotes you need around you it has a weird shape that takes some getting used to and i still use my separate remotes guess old habits die hard7 input jacks on the front make connecting camcorders video games etc quite easy8 when listening to music or looking at a movie there are sfc sound field control modes which you can choose to enhance the sound environment for music there are six modes live poprock jazz etc and for movies another six action drama sports etc however to the untrained ear like mine i cannot detect a significant difference if any of these modes are selectedoverall the sound from this receiver is quite good very clean though it doesnt seem as powerful as my old receiver a technics sadx930 this could be due to differences in the calibration of the volume control but since i rarely play it at very high volumes this is a nonissue the centre channel seems a bit weak compared to the other channels but with so many sound options to choose from and customize it is very possible that i may have missed something and need to tweak it some morea very nice receiver for the price and featuresamanda richards december 14 2004,True,2004-12-15 14:08:36.000,weight
B0001WV6AK,5,,first i must thank the amazing friend who bought me this stereo for christmas not only does he tell me about the best music in the world he now sent me a stereo that plays music in the way i always dreamed music could sound normally my ears are too sensitive to listen to bass and this stereo has a little button on the front that turns the xbass on or off you can also do this from the remote control to customize your listening experiencefeatureshigh quality remote control you can change cds with the touch of one button change to tape or play random selections from 5 cds you can use the timersleep option and fall asleep to your most relaxing cdsquick start guide very easy to set up the stereo but i can promise you you wont want to leave home for hours after you start playing cds5 disc trays with disc number selections buttons and direct play button easy to change what you are listening to at the stereo or from the remotetwo impressive speakers total 240 wattsrecording capabilities record from the radio even if you are away or sleeping from tape to tape or even from several cds continuouslyextrasfront game terminal you can listen to the playback sounds of games or hook up your vcr or dvd player i plug in my cordless headphones when i want to take music anywhere in the housei rarely take this stereo above volume 7 but there are definite possibilities the sleep function is so comforting i fall asleep with a blue glow floating over me as i go to sleep the only funny thing that happened is i unplugged the stereo which seems to have changed the sleep setting i was woken up in the early hours of the morning by bono singing vertigo now that will get you out of bed fastonce i had this all set up i was in musical bliss definitely recommended for the stereo features to listen to the radio you may have to hook this up to an outdoor fm antenna i get a few stations but mostly listen to cdsthe rebecca review,False,2005-01-13 03:28:28.000,ease of use
B00009XBKV,5,,i was looking for a super fast solution and wanted to connect my computer to the stereo speakers the ministereo audio cable also can connect portable audio equipment with ministereo jacks35mm plug to a 35mm plugif you need to plug this into the game input on a stereo the arista 18002 y adapter 2 rca female to 1 rca male might work to split this back into a left and right stereo speaker systemthe rebecca review,False,2005-01-21 01:00:34.000,speed
B0000ANEZU,4,,the sony sdms73 is a very good monitor for the price i purchased a lower cost 17 lcd and was very disappointed as its display was not clear and had 2 dead pixels it went directly to ebay i purchased this monitor as a replacement for use with my mac ibookwhen i connected the sony my first impression was dismay and a feeling of de ja vu was this another bad product silver items in the mac os x aqua interface safari and the mail client in particular were tinted an ugly shade of pink ugh this product was almost returnedfortunately i ran the display color calibration and was able to correct all problems the default sony sdm73 profile appears to be off at least on my ibook with the version of mac os 103 that i am running run the display color calibration tool in expert mode and this is a good monitor for use with macs it may take 23 attempts to get it exactly right but the result is well worth the efforta note to those epecting perfection quality is not as good as apples lcd cinema displays do not expect the same clarity and quality as apples higher end cinema displays but given the price differential this is to be expected apple doesnt offer 17 lcd displays at presenti love the sony,False,2005-01-28 16:22:21.000,Price
B00021N27A,5,,for the price this portable cd player has excellent sound quality and extra features to make it perfect for outdoor sports or light jogging and walking the antishock protection feature really works and the backband headphones are comfortable to wear and seem to stay in place fairly wellthe cd player has a grip band accessory that also works for attaching this cd player to any belt loop i like the compact design and the simplicity of the features you can buy an ac adaptor for home usethe real beauty of this cd player is that you can use the program play feature to play up to 32 tracks in any order you wish this is a good feature if you want to listen to just a few tracks on any specific cd the program deletes itself when you turn off the unit you can also use the random play featurethe rebecca review,False,2005-03-12 09:01:33.000,portability
B00069IQG0,4,,i own a treo 650 and tried a plantronics bluetooth headset which was a awful experience bad comfort and bad sound quality i bought the logitech and have found it to have great sound for both incoming and outgoing it has 20ft range and the wind resistance works well if it was a little more comfortable after wearing for the long periods of time i would have given it a rating of 5,True,2005-03-27 06:39:36.000,Bad Performance
B0007LW2ZI,2,,i have an old olympus 21 megapixel c2100 it had a built in stabilization just like this minolta z5 unfortunately the builtin stabilizer option is about the only plus i can find for this minoltamy pictures that i take using my 21 megapixel olympus are night and day more vibrant in color than the ones taken with the minoltawe are returning this camera to get our money back we were excited about the stabilization feature as it is a hard feature to find in a camera but if it sacrifices picture quality then it is not worth it,False,2005-05-23 16:06:20.000,Bad Performance
B0002OZXHO,4,great product but do not expect apple to help you after you have purchased it,i just wanted to warn people of this before they are stuck in the same position i am inapple charges you for their phone support even if your product is within warranty after 90 days from the purchase date this is a big rip off you spend hundreds of dollars and within 4 months have to spend more just to have a little help with your productipods are great they saved my computer i am not denying this i just hate that apple can get away with ripping their customers off like thisbasically even if you are covered by warranty you had better hope nothing goes wrong after 3 months because they will not help you if it does,False,2005-07-11 21:57:15.000,charging
B00006HOKW,5,,this tripod is heavy duty allows for easy adjustments in many directions holds your tripod at a variety of angles is light and folds easily my only regret is not buying the 15 bag available seperately from amazon at the same time but ill get that with my next amazon order,False,2005-08-09 11:54:11.000,durability
B00062WV86,5,,i searched for a week to find the best price and ended up back where i started you cant beat this price if you want a 2gb card if you have a digital slr or a high megapixel digital camera you need lots of storage room i was once on vacation with a 512mb card and ran out of space because i forgot to offload to my laptop one night dont let that happen to you at this price who can afford not to have the storage space that you need when the perfect shot that peacock spreading its feathers your daughters first steps the look of suprise as you hand someone a gift etc comes around,True,2005-08-09 11:56:04.000,storage
B00009V3HV,4,,this is a great filter to improve your outdoor pictures the only problem is that the nikon lens cap that fits on my 1870mm lens wont fit on with this filter in place i was buying this not for improving pictures but to protect my lense but if the cap wont fit then im not going to bother using it on a day to day basis keep that in mind it does improve your pictures and i will certainly use it for landscape shots and nature photography but for daytoday use when im pulling the lens cap on and off it isnt worth the trouble,False,2005-08-09 11:59:28.000,Size
B0002EMY9Y,4,,i bought this for use with my coolpix 5000 camera because nikons tech support had recomended it they said it would improve my indoor shots because the cp 5000 has a terrible flash builtin but instead it overloads the shots and they come out mostly white i read the manual carefully and it looks like the reason is that this flash is built to automatically or manually focus the light for a 14mm to 70mm lense and the cp 5000 has a 72mm lense i subsequently purchased a nikon d70s camera 1000000 times better camera and this flash is great for extremely dark shots on that camera though the builtin flash is perfect for fill so this is really only for night shots and shots in darkness where i want to get something far away if you own a coolpix camera consider buying a used flash that isnt as powerfull if you own a d70s and want superior night photography this is the best flash in the world good thing i ended up in the latter end of the spectrum,True,2005-08-09 12:07:35.000,Bad Performance
B0009JPRE6,5,,the other reviews and the description seem to properly describe this camera i am writing this review to give you the perspective of someone who started out with film slr cameras in school then got a digital 5mp camera and have used that for years and am now finally getting into digital slr photography this is a big step back into the professional circle for me and im anxious to get out to the zoo or to some vacation spot in the mountains to do my professional photography once again i purchased this camera almost a month ago and my opinion is that it is the best camera ever made under 2000 this camera has everything you can needi want to warn you get the full set with the lense this lense sells for almost 400 and is about the best all around lense you can find dont go for the cheap models i wrote a list about this camera that may appear on this page for you to look at but be sure that you get the mll3 wireless remote for 20 how can you go wrong and a spare battery 2000 pictures sounds like a lot and i havent needed to recharge in this month that ive had the camera but remember that when you go on a trip you may forget to recharge and you dont want to get stuck also get a tripod try the slik tripods u9000 i wrote a review of it and i find it to be the best buy around for a lightweight tripod that acts like a much heavier one and get a carrying case the jury is still out i havent found one that i like i want one that will hold two cameras 4 lenses a large flash and a bunch of accessoriesif you arent sure if the d70s is worth the money over the d50 or the d70 it is the improved autofocusing system is much better than the others and the larger lcd is worth all the tea in china i leave the lcd protector that came with it on and have no problem seeing my pictures even outside although this is a larger camera than the d50 it isnt much of a difference and you will regret going with the cheaper cameraif your budget was lower save up and buy this camera i bought a coolpix 5000 a few years back and always kicked myself for not going with the d100 now ive gone with the best camera on the market and im perfectly happy plus i have the satisfaction of knowing that none of my friends can show me a better camera unless they spent 4000 or more on a d2x or d2h and none of my friends can afford to do that,False,2005-08-09 12:49:20.000,ease of use
B0006Q7FFG,5,,these work as advertised they take crappy sounding bassless ipod stock earbuds and make them sound at 100 better mainly more bass dont get me wrong your not going to get audiophile quality here just much better i had to bump up the mid to highs via the eq on my ipod to even things out for the price it was well worth it the little carry case they give you is darn handy also,True,2005-08-12 03:04:07.000,portability
B00021MX1Q,5,,i needed a small system for my office i wanted removable speakers good sound at all volumes and a sleek look this system filled that void i searched for about a month to get it and there is nothing less than fantastic about this system even the pricein terms of sound i can understand music at all volume levels many cheaper systems distort at low levels and at high volumes it sounds great i cant use it at high volumes now that ive taken it to work but i am thinking about buying another for my living room at home run the output of my family room stereo and ill have a system that sounds good in both places for partiesin terms of looks this system is very cool i tried to downplay it by placing it behind my desk on the shelf where i keep my food so that people wouldnt question it because small stereos are allowed but not everyone likes us having them despite my attempts to blend it in ive received several complements on the way that it looks silver casing and a sleek design are just the basics this system features a blue backlit display that looks greati thought that the dvd option in the stereo meant that you could play mp3s on dvd a great idea for someone who wants to never have to change cds but in fact it meant that the system is a dvd player and it has a video output to connect to your tv thats a nice plus i havent tried the mp3 idea yet so it may or may not support themthe stock antenna is terrible but so are most stereo antennas ill buy a new one soon the other downside is that you cant switch between presets without the remote you can change the station but not using presets but with 30 fm presets ill never run out the only thing that wasnt obvious about the setup is that the disk buttons disk 1 disk 2 etc on the stereo are the eject buttons not the select buttons like most other stereos overall this is a great design for a great stereo i used to work at a radio station as the engineer and now i wish i had this back then because i could blast music in my office and really utilize the system the way it was meant to,True,2005-08-16 13:04:40.000,portability
B00067V1TG,5,,this is a great gadget and it really works a little arm swings up to accommodate the battery you place it between the two points and the easy to read display tells you instantly whether you have a dud or if you can eke out another few minutes of battery life best of all it can fit in your pocket so you take it anywhere you have battery operated equipmentone side of it handles aa aaa c and d batteries and on the other side there are two buttons for testing those pesky 9 volt batteries so youll have no more tingling tongues from the old fashioned tongue between the terminals checking methoddont expect any fancy packaging or even the same color as advertised mine is a dull yellow but if you have kids andor lots of battery operated gizmos and gadgets youll need one of these and at the price why notamanda richards august 17 2005,True,2005-08-18 03:14:56.000,portability
B00007E7JU,5,,good1 very cheap2 pretty fast lens even in low light light small3 excellent depth of field4 made in japanbadnothing actually except maybe it looks not as sturdy as its big brother 50mm f14 but hey it cost 4 timesmy advice buy this and get cheap uv haze to protect it from uv weather dust and scratch i got tiffen 52mm uv haze filter for 589 smart investment for my 70 lensits a must lens for everyone who has canon slr,False,2005-09-07 18:04:07.000,speed
B0002OD3JY,5,,after spending around six months scouring various digital camera reviews online and through magazines i finally decided on the canon powershot a95 5 megapixel camera as offering the perfect marriage of power and portability my first digital camera i bought it as a goingaway present for myself since i was spending the summer living and working in spain and knew that i needed a camera that could keep up with my travelsit was a snap to take out and set up and intuitive enough that a couple of cursory glances at the quick start guide had me well on my way to pointing and shooting the camera comes with a usb cable several software programs a 16 mb compact flash card of course youll want to invest in more memory as soon as possible with the highestresolution photos consider a 512 mb or larger card batteries and a wrist strapi would rate the camera as midsized it is not waferthin but neither is it absurdly bulky or heavy for most of my traveling around spain i simply slipped it into its bubble wrap and into a soft fabric bag where it fit comfortably in my purse the design is comfortable to shoot with over long periods and i found the layout of the buttons to be intuitive less is more there are few external buttons shutter onoff menu and related buttons and most controls are carried out through the onscreen menus the flipout lcd screen is one reason i decided on this canon over others in the powershot line it makes previewing photos a snap and can be swiveled 180 degreesthe photo quality i kept it on large superfine is astonishing clear sharp vibrant photos check out some of my uploaded photos using the canon a95 in truetolife tones with minute detailing there are various shooting modes including manual macro panoramic with stitch assist software nighttime slow shutter and more and a movie mode that captures brief jerky videos with tinny sound this isnt a camcorder so i wasnt surprised that video quality wasnt better since i bought this primarily for photosyou will also want to invest in a few basic accessories rechargeable nicad batteries and a rapid charger a sturdy case and a bigger memory card for starters although the included software is capable enough to get the job done consider upgrading to adobe photoshop elements around 90 or if youre a pro adobe photoshop cs 2 several hundred dollars an excellent first camera with plenty of power and a reliable name,False,2005-09-11 13:14:50.000,portability
B0009N7OKW,5,,the mouse is not black like the picture instead its a shiny gray and its really a nice i have had several comments about its appearance and how it stands out from the rest the mouse is great and is very sensitive to touch so it responds quite well at high speeds i would definitely recommend this gadget to anyone who loves a quality goodlooking mouse with great battery life,False,2005-09-19 23:36:25.000,speed
B0001M2FYQ,4,,very nice sound better than the philips product of similar price however some deficiencies make it a bit disappointing 1 no digital volume control so you cant set volume level for an alarm and there is no progressively louder alarm 2 as someone else noted if you want 2 alarms at 2 different times eg 5am 6am they need to be on different music sources eg 5am radio 6am cdid still recommend it if the features dont make a big difference to you since the sound is good and everything works well,True,2005-10-09 14:17:37.000,charging
B0001H9L8O,4,,nothing fancy but a great choice if what you want is a good solid optical mouse without a wire good for younger hands i bought it for a 7year old boy,True,2005-10-09 14:23:06.000,ease of use
B0009B0IX4,4,,definitely a good buy especially as the price keeps dropping excellent sound i have it paired with a razr and it was fairly straightforward after i carefully reread and understood the instructions i wish they had made it easier to fold and put in a pocket and also that it shut off easily like some of the moto models also note that if you use the little foam tip for the mouthpiece it can fall off way too easily,True,2005-10-09 21:36:32.000,ease of use
B0007OWNC2,3,it does extend range if used with a rangemax router or wap but its not spectacular,yes it does work meaning if you get the rangemax router or wireless access point the pair of them do give you better range than for example a netgear wgt624 router with a wgt511 card and other such combos that ive tried its a bit erratic the signal level fluctuates which seems to me to be a software algorithm problem i hope they can improve it further but for now its meeting my needsa bit more detail i have a large house and the networking stuff is all at one end never mind why so at the other end of the house the wireless signal would fade to nothing with this rangemax combo i can now get an adequate signal 2 bars where i used to get nothingso dont expect too much but also dont be daunted by the bad reviews its worth a try as you know every building is different so as they say in another context your results may vary,True,2005-10-19 00:52:00.000,Signal
B00024ENES,5,,targus tcg417 17 citygear los angeles notebook caseas others have said this is a welldesigned and wellconstructed case it is great if you want to carry a 17in laptop some cds dvds a few books magazines etcgo for it if it meets your specs,True,2005-10-19 01:01:33.000,portability
B0007WIC1K,1,,i bought this camera after having one of the mavicas for several years thinking of course that sony has improved upon their features and design i was very very wrongthere are several things about this camera that make it seem cheap and quite returnable1 battery the batteries rechargeable aa type must be removed from the camera to be charged this is the most cumbersome task for the price of this camera2 lenses for any other lens you must use a large plastic ring that attaches not to the cameras lens but to the camera itself any type of wide angle lens ive tried several causes the edges of the socalled adapter to actually be in the photographs this is a very useless and cheap ploy by sony to make this camera versatle with the plastic ring and then with your desired lens it makes the camera look like a toy this is not my first sony it is quite an embarasing thing to see and use3 flash recharge the mavica never had this problem it takes about 710 seconds for the flash to recharge this is again a very embarassing thing about this camera to have your friends sit there and wait for that spontaneous snapshot kind of loses the moment when im watching the flash recharge indicator blinkblinkblink rediculous4 zoom you cant zoom in movie mode this is the dumbest thing about this camera you cant zoom in movie mode touted with such a great zoom and well nuff saidmy initial impression was that this camera would be a professional highquality sony product however due to the curious shortfalls of basic features i was very misslead by the hype over this camera there are other issues 50 of all photographs even in good light or on a tripod are out of focusand of course theres the classic sony snapshot delay those of you with sony cameras will know exactly what i mean youd think that after 78 years of this that they would fix that nope in fact on this camera its worse i cant tell you how many pictures of the ceiling or the floor or someones foot i have taken because of this dear sony fix this problemi feel sorry for sony over this camera it should be about 199 when you compare it to the features and design of competitor cameras glad i kept the boxps i just heard that the dscf828 their brand new 8mp camera was suddenly discontinued with no explaination perhaps they are finally rethinking or thinking about their design and usefulness,False,2005-11-02 16:47:19.000,Bad Performance
B0001GZ87I,3,,ltlttargus cvr400 15 citylite notebook casethis is very nice if what you want to carry with you is a 15in laptop powercord small mouse plus some paperwork theres no room for anything more its not really made for stuffing extra stuff even an extra paperback might be a bit too muchi find it just a bit too small for my use id have liked it to be a little bit fatter so i can carry some extra stuff like a book pill bottles and suchone criticism the strap is ok but not as comfortable as youd ideally want i found it handy to take the strap off my old lands end canvas briefcase and use that instead,True,2005-11-05 18:41:05.000,Size
B00007KDVI,3,,i bought this router after my belkin router died set up was very easy however a few internet sites would not load tmobile which is a problem because that is our cellular carrier and a couple more about half of the page would load and then nothing after contacting tech support not much help on this i upgraded the firmware nope still the same this seems to be the issue with version 5 of this router earlier versions seem to be fine according to the research i did i returned it and bought a dlink and so far so good i really liked this router but if i cant go where i want on the net then why own it,False,2005-11-28 04:02:14.000,Bad Performance
B0002GS4Y6,1,,this is the worst mouse ever while it feels great in your hand and i wish more mice had rubber on their body the functionality is horrid when you move the mouse it takes 1 to several seconds before the mousereceive wakes up this happens every time you stop moving the mouse not after a while of sittingi called their tech support all they would do is tell me to use newer and different batteries so i yelled at them and they sent me another set and it did the exact same thingi want a mouse that moves when i move my handwhats worse when the mouse actually does sit around for more than 30 seconds maybe a minute didnt time it but not long at all then it really goes to sleep and you cant make it move at all unless you click one of the buttons what sucks it sends the wakeup button click throughso if you left your mouse on buy now on a thousand shares of x to think about it and research it and decided not to buy it you are screwed you cant move the mouse off the button and clicking the button to wake mouse up will pass the click through and press on the button for you,False,2005-11-29 21:03:26.000,Bad Performance
B0000AFX1R,1,,this is the worst mouse ever while it feels great in your hand and i wish more mice had rubber on their body the functionality is horrid when you move the mouse it takes 1 to several seconds before the mousereceive wakes up this happens every time you stop moving the mouse not after a while of sittingi called their tech support all they would do is tell me to use newer and different batteries so i yelled at them and they sent me another set and it did the exact same thingi want a mouse that moves when i move my handwhats worse when the mouse actually does sit around for more than 30 seconds maybe a minute didnt time it but not long at all then it really goes to sleep and you cant make it move at all unless you click one of the buttons what sucks it sends the wakeup button click throughso if you left your mouse on buy now on a thousand shares of x to think about it and research it and decided not to buy it you are screwed you cant move the mouse off the button and clicking the button to wake mouse up will pass the click through and press on the button for you,False,2005-11-29 21:10:50.000,Bad Performance
B0002RRVQW,4,,hewlett packard photosmart m407 is a nice little digital camera that is small enough to fit inside your pants pocket this camera is one of the best buys around among cameras with greater than 4 megepixels and while there are better cameras on the market this is a very nice one for the moneymy favorite qualities of this camera are its size its ease of use and its sharp resolution pictures can be taken in vga lowest quality or in 2 mp or 4mp resolution these higher resolutions are going to eat up more memory but they produce sharp clear photos for everyday picture taking i have found the vga to be just fine but for someone who is more experienced as a photographer the 4 mp setting is needed to produce the sharpest images the ones you get with this camera at that resolution level are very good but you need to keep in mind that the memory without buying a memory card is capable of storing only about 10 images at this level lower the quality to vga and you can store about 160 imagessome of the disadvantages of this camera include its video capabilities and the placement of certain buttons and controls the video is offered with an mpeg format and it produces images at 30 frames per second its quality isnt very good and i recommend it only to people who really needwant to take a video and have no other alternative i dont like the placement of the video and picture shutters on the top of the camera either the picture button is larger than the video shutter like it should be since it is used more frequently but the picture shutter is placed to the left of the video shutter on the top of the camera the picture shutter is used more and it should be on the right side because to most people your instinct is to press the button furthest to the right i cannot count the number of times i have accidentally pressed the video button by mistakethis camera comes with batteries two usb cables a strap a user manual and hp image software this software is nice because it helps new photographers organize pictures and upload them into a pc the other additions are expected with a digital camera but they help aid in the usability of this electronic deviceoverall hp photosmart is a good digital camera for the money and it is one of the few that offers more than 4 megapixels at such a low price it was the first digital camera i ever purchased and i havent regretted making the buying decision,False,2005-12-22 00:16:57.000,portability
B0001M4E72,1,,i recommend avoid this item is poorly designed its very uncomfortable the earhook is odd and stiff there is no soft cushion against the ear the volume is poor and cant be adjusted much and the cord for some odd reason comes out on the inside of the mike boom whose brilliant idea was thati cant explain all the great reviews which induced me to buy this so i wont even tryconsider the m175 if you want a really nice headset at a reasonable price,False,2006-01-25 21:09:13.000,Bad Performance
B00007IFMJ,5,,i would not hesitate to purchase from this seller again timely delivery and exactly what i saw on the website,True,2006-02-23 17:34:53.000,speed
B0002XN68I,5,,this is the best ipod case available it comes with a screen and clickwheel protector so the entire ipod is covered by the case the case is made of thick semihard but pliable plastic ive dropped my ipod a few times with this case on and there were absolutely no problems the case almost acts as a shock absorber you can use all accessories cords etc except the dock with this casemy only complaints are that it does pick up lint occassionally but nowhere near as much as some of the other plasticsilicone cases and that the case is a bit sticky so you cant slide it into your pocket that easily but this is also a good thing as you can put the ipod on the car dashboard table etc and it wont slide around,False,2006-02-28 16:03:13.000,durability
B000B6756A,4,,we bought this as a gift for our son to keep him occupied on long car trips and while traveling it is compact and light enough to tote around without breaking your shoulder and comes with accessories for playing in the car an ac cable and also has a rechargeable battery for wireless viewing anywhere it even comes with a remote but not a pretty onefor adults this is a great little gadget it never gets into a snit over bumpy roads or potholes and with your headphones on it can give you hours of viewing when you8217d rather be alone the screen even swivels around for the best possible picture in cramped situationsfor kids however there are some things you should note1 the silver finish gets scratched and dirty quickly2 the power is controlled by a slider button which doesn8217t feel as sturdy as it should 8211 ditto the button to open the section where the dvd goes3 the button to open the player is right in front where little hands can accidentally press it while in use4 on the right hand side there8217s a button to choose the dvd format this often slides to the other side when taking it out of the case and fools you into thinking that the player isn8217t working5 our video display stopped working on day 2 until we reset it by unplugging the player without turning it off and then plugging it in again6 the control buttons on the player itself are not very user friendly and i still have no idea what some of them do but i haven8217t needed to use them so far anyway7 you can8217t play old or scratched discs as these will damage the player i don8217t know about you but most of my kid8217s dvds are scratched and batteredpicture quality and sound are good as is portability overall this is a very convenient dvd player for traveling or commuting but one that requires care and attention to work properlyamanda richards march 1 2006,False,2006-03-02 02:31:38.000,portability
B000A6PPOK,5,,my decision to purchase this keyboard was based on a glowing review by someone that had been using his keyboard for a few months i was seeking a keyboard that was quiet and ergonomic fatiguediminishing and userfriendly my old hp keyboard after 4 years of daily use had become so clattery that it was a nuisance plus id worn the lettering off several keys this new keyboard though not whisperquiet is definitely quieter it took 2 or 3 days to get used to the different hand positioning and smaller enter key but was a breeze to adjust to im hoping now to find a quieter mouse would recommend this to anyone using a keyboard for several hours each day and in need of the relief provided by a softtouch keyboard and quieter keystrokes,True,2006-03-02 20:39:43.000,ease of use
B0006GDC1M,1,,was not compatible with my logitech peripherals even though my connectpro kvm switch worked fine i guess i have to stick to usb 10 for now,True,2006-03-11 20:38:43.000,Broken
B0009XQPGQ,4,,i love my new camera it can go with me anywhere because it is thin and light and oh so attractive it also is easy to use and takes great photos the basic functions are well laid out and intuitive to learn but there are alot of subtle features that take some figuring out i wish the complete user manual was actually printed and not provided on a dvd you may want to print out the darn thing so you can study it at leisurethe screen is hard to see in bright sun but that is true of all cameras i was also impressed how much i was able to capture using the low light setting and no flssh am still playing with the best shot features and some of the options like sepia and black and white the nice thing about that it shows the image with the tint or in black and whiteall in all i am a happy camper this camera is all that i need for a long while,True,2006-03-25 20:08:34.000,portability
B0009N5MDI,5,amazing sound quality comfort and no breakage edit ok they did finally break,i got these for a good deal after rebate and was worried about the breakage problems i read about but for the price i couldnt pass them up ive had them for about 3 months now and i must say i love them i havent seen any evidence of cracking i believe that the problem has been fixed or perhaps i got lucky either way the quality seems great to me both build and sound i use them at work with my computer and its great not to have to deal with tangled cords the batteries easily last for a full 89 hour day and i definitely get a lot of questions about them from people around the office overall id have to say if you can get them for under 50 after rebate you really cant pass these upedit the headphones finally did break after about 8 months of daily use logitech sent me a replacement pair which was really easy no hassle great customer service which worked well for about 4 more months and then the headband broke on those as well when i called for another replacement pair they told me that they were discontinued and instead they would just refund me what i paid for them all in all id say they were a great deal but minus 1 star because they are pretty flimsy id actually change the star rating if amazon would let me but i cant,False,2006-04-13 16:55:38.000,Broken
B0002H0DGW,5,,clear crisp notes dipped in acoustic perfection listening to music on the akg acoustics semiopen headphones is like falling in love for the first time you may start to feel breathless as notes wash across soundscapes unveiled in moments of sheer amazementwhat beauty these headphones reveal every note is placed perfectly in a musical clarity revealing a perfect harmony and depth as sound swells and breaks and takes off in all directions like universes of soundthis is not an exaggeration but rather an admission of fact lets just say that if a friend gave you these you would love them foreverif headphones can make you feel weak in the kneesthese will the akg headphones are also surprisingly comfortable and lightweightmy personal favorite k240 studio quality sound advanced varimotion transducers superior sound detail and especially high sensitivityk271 studio quality with ambient noise isolationk301 powerful bass and specially tuned drivers circumaural ear cupsthe rebecca reviewin some sort of dreamy music land from which i dont want to return,False,2006-04-19 11:23:36.000,heating
B0006G332A,3,,i just started using my camera yesterday and my first impression is that this thing seems very fragile hope i dont drop it as it might not survive the fall it is extremely small light and compact think of two packs of cigarettes or two packs of playing cards it is that small great for travel due to the light weight and compactness got it for about 90 on sale would hate to pay more than that for it very easy to operate but if you have big hands this will be too small for you be warned that it wont take more than a couple minutes of video without a memory card so youll have to put a little more money into it if you really want to do video or really much of anything the first video i took came out pretty decent but it was in good light i tried some still shots inside at night and they came out very dark in spite of the flash the flash doesnt seem adequate so this is probably a camera best used outdoors or in the daytime great camera for a kid this is a good camera for small hands and a great size for kids if they break it or lose it you arent out a bundle as another reviewer pointed out it does only take video in the asf format not mpeg as the advertising suggests i think mpeg might be just music files i didnt need to install the software to capture the pictures or movies on my computer windows xp another great thing is that this is a complete package it has the camera a carrying strap a carrying case usb cable tv cables headphones battery battery charger and software it does not come with a lens cap and the cap is not available either you can buy an optional tripod for it and with the small size i think that could be useful in some situations to help hold and stabilize the camera i am not sure how you store music on it i probably wont use that feature but it seems like it would be a nice compact music player again youll need a memory card to save much of anything on it one problem i had so far the memory card which you have to buy separatelya standard sd card slips in the bottom under a little rubber membrane the first time i held the camera i accidentally popped out the card and lost the shots i was trying to take this might be a problem and i am thinking i may have to put a piece of heavy tape over the bottom to hold the membrane and memory chip in place and prevent ejecting the memory again another downside that i see is the battery you cant just pick up some spare batteries at the corner store and pop them in you have to use the special rechargeable battery if you dont have a spare one charged up your camera will go dead and youll have to wait until you can plug in the charger and recharge the battery thats another 20 for a spare battery my digital camera uses standard aa batteries so i can use either rechargeables or regular batteries if this camera used regular batteries it would make it larger and heavier so the small rechargeable does help on the weight and size dont buy this if you are a serious photographer buy it for occasional use for easy portability and as a first camera to learn on controls are easy and straightforward nice camera for the money but not for serious photographers it does a lot for a tiny little thing sure doesnt make me want to go back to the days of huge video cameras that you had to hold on your shoulder due to the weight minaturization can go too far and this is about as small as i would ever want to go might be easier to use if it was just a tiny bit bigger,False,2006-04-27 19:42:29.000,durability
B000EH8K8S,4,,its not listed in the product description but the pico works with the ipod mini too like the other reviewers i found it easy to setup tune the radio turn on ipod connect the pico tune the pico done in my car the static interference was less noticeable when the unit was placed in close proximity to the radio i noticed this as well with my home stereo maybe the next generation pico needs a larger antennae or my ipod needed charging regarding sound quality my other car has a builtin ipod connector the pico sound quality is comparable somewhat muted but enjoyable the pico does offer the advantage of displaying the ipod menu to select tunes ive read mixed reviews on other fm transmitters but i am pleased with the pico,False,2006-05-08 02:36:23.000,ease of use
